Node Number	Maximum Principal Stress (Pa)
8094	5.737e-002
8095	4.7934e-002
8096	5.5014e-002
8097	3.8024e-002
8098	4.7653e-002
8099	2.4173e-002
8100	3.5003e-002
8101	9.9053e-003
8102	1.8484e-002
8103	3.8224e-003
8104	1.2368e-002
8105	5.0862e-003
8106	2.9323e-002
8107	2.306e-002
8108	4.462e-002
8109	4.0995e-002
8110	5.4688e-002
8111	5.2925e-002
8112	5.9401e-002
8113	5.8887e-002
8114	5.9401e-002
8115	6.0594e-002
8116	5.4688e-002
8117	5.8887e-002
8118	4.462e-002
8119	5.2925e-002
8120	2.9322e-002
8121	4.0995e-002
8122	1.2368e-002
8123	2.306e-002
8124	5.0862e-003
8125	1.5748e-002
8126	6.8939e-003
8127	3.4733e-002
8128	2.7474e-002
8129	4.9275e-002
8130	4.3616e-002
8131	5.7072e-002
8132	5.0626e-002
8133	6.0016e-002
8134	5.2037e-002
8135	6.0016e-002
8136	5.1958e-002
8137	5.7072e-002
8138	5.2037e-002
8139	4.9275e-002
8140	5.0626e-002
8141	3.4733e-002
8142	4.3616e-002
8143	1.5748e-002
8144	2.7475e-002
8145	6.8943e-003
8146	1.8603e-002
8147	9.2746e-003
8148	3.6353e-002
8149	2.9189e-002
8150	4.4946e-002
8151	3.5865e-002
8152	4.5557e-002
8153	3.0616e-002
8154	4.3937e-002
8155	2.2574e-002
8156	4.3937e-002
8157	1.9039e-002
8158	4.5557e-002
8159	2.2574e-002
8160	4.4946e-002
8161	3.0616e-002
8162	3.6354e-002
8163	3.5866e-002
8164	1.8604e-002
8165	2.9189e-002
8166	9.275e-003
8167	1.9884e-002
8168	1.1459e-002
8169	2.8773e-002
8170	2.0756e-002
8171	2.165e-002
8172	4.846e-003
8173	7.8182e-003
8174	2.1756e-004
8175	3.7975e-003
8176	2.4348e-004
8177	3.7975e-003
8178	2.8169e-004
8179	7.8183e-003
8180	2.4348e-004
8181	2.165e-002
8182	2.1752e-004
8183	2.8773e-002
8184	4.8461e-003
8185	1.9884e-002
8186	2.0756e-002
8187	1.146e-002
8188	1.252e-002
8189	2.1159e-002
8190	-8.1991e-004
8191	2.0285e-002
8192	-3.3692e-003
8193	2.1667e-002
8194	-3.3111e-003
8195	2.2199e-002
8196	-3.2663e-003
8197	2.2063e-002
8198	-3.2663e-003
8199	2.2169e-002
8200	-3.3111e-003
8201	2.2063e-002
8202	-3.3693e-003
8203	2.2199e-002
8204	-8.1991e-004
8205	2.1667e-002
8206	1.252e-002
8207	2.0285e-002
8208	2.1159e-002
8209	4.2354e-002
8210	2.1387e-002
8211	4.5213e-002
8212	6.0498e-004
8213	4.7285e-002
8214	-2.2698e-003
8215	4.7596e-002
8216	-1.4138e-003
8217	4.7518e-002
8218	-1.7534e-003
8219	4.7518e-002
8220	-1.7166e-003
8221	4.7596e-002
8222	-1.7534e-003
8223	4.7285e-002
8224	-1.4137e-003
8225	4.5213e-002
8226	-2.2698e-003
8227	4.2354e-002
8228	6.05e-004
8229	2.1387e-002
8230	-4.221e-002
8231	0.29713
8232	-4.703e-002
8233	0.32219
8234	-5.0968e-002
8235	0.31529
8236	-5.0763e-002
8237	0.31519
8238	-5.0987e-002
8239	0.31541
8240	-5.0987e-002
8241	0.31537
8242	-5.0763e-002
8243	0.31541
8244	-5.0968e-002
8245	0.31519
8246	-4.703e-002
8247	0.31529
8248	-4.221e-002
8249	0.32219
8250	0.29713
8251	0.6707
8252	-0.85093
8253	0.6912
8254	-0.93424
8255	0.68793
8256	-0.93301
8257	0.6878
8258	-0.93927
8259	0.68819
8260	-0.94208
8261	0.68819
8262	-0.94313
8263	0.6878
8264	-0.94208
8265	0.68793
8266	-0.93927
8267	0.6912
8268	-0.93301
8269	0.6707
8270	-0.93424
8271	-0.85093
8272	-1.8086
8273	-1.9359
8274	-1.9506
8275	-1.965
8276	-1.9716
8277	-1.9716
8278	-1.965
8279	-1.9506
8280	-1.9359
8281	-1.8086
